data,inicio,fim,titulo,local,participantes
2021-03-24,16h00,16h30,Fernando Azevedo -  Ministro de Estado da Defesa; Almirante de Esquadra Ilques Barbosa Júnior -  Comandante da Marinha; General de Exército Edson Leal Pujol -  Comandante do Exército; Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez -  Comandante da Aeronáutica,Palácio do Planalto,
2021-03-25,09h30,10h20,Sérgio José Pereira -  Ministro-Chefe da Casa Civil da Presidência da República -  substituto,Palácio do Planalto,
2021-03-25,10h20,10h30,Roberto Campos Neto -  Presidente do Banco Central,Palácio do Planalto,
2021-03-25,10h30,11h00,João Roma -  Ministro de Estado da Cidadania; e Onyx Lorenzoni -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2021-03-25,11h00,11h15,Ernesto Araújo -  Ministro de Estado das Relações Exteriores; e Onyx Lorenzoni -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2021-03-25,11h30,12h00,Arthur Lira -  Presidente da Câmara dos Deputados,Palácio do Planalto,
2021-03-25,12h00,14h00,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República,Palácio do Planalto,Senador Ciro Nogueira (PP/PI) -  Presidente Nacional do Progressistas;;Senador Nelsinho Trad (PSD/MS) -  Líder do PSD no Senado Federal;;Senador Marcio Bittar (MDB/AC) -  Vice-Líder do Governo no Congresso Nacional; e;Senador Mecias de Jesus (Republicanos/RR) Líder do Republicanos no Senado Federal.
2021-03-25,14h30,16h00,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2021-03-25,16h00,16h40,Anúncio das Novas Medidas da CAIXA de Apoio às Santas Casas e aos Hospitais Filantrópicos,Palácio do Planalto,
2021-03-25,16h50,17h10,Pedro Cesar Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2021-03-25,17h10,17h40,Mario Frias -  Secretário Especial de Cultura do Ministério do Turismo,Palácio do Planalto,
2021-03-26,09h30,10h00,Sérgio José Pereira -  Ministro-Chefe da Casa Civil da Presidência da República -  substituto,Palácio do Planalto,
2021-03-26,10h00,12h00,Reunião de Cúpula do Mercosul - Aniversário de 30 anos do Tratado de Assunção (videoconferência),Palácio do Planalto,Ernesto Araújo -  Ministro de Estado das Relações Exteriores; e;Paulo Guedes -  Ministro de Estado da Economia.
2021-03-26,14h00,14h30,Pedro Cesar Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2021-03-26,15h00,15h30,Marcelo Queiroga -  Ministro de Estado da Saúde,Palácio do Planalto,Sérgio José Pereira -  Ministro-Chefe da Casa Civil da Presidência da República -  substituto;;Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e;Pedro Cesar Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República.
2021-03-26,15h30,16h00,Deputada Aline Sleutjes (PSL/PR),Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República.
2021-03-26,16h00,16h30,Deputado Átila Lins (PP/AM),Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República.
2021-03-29,10h00,10h30,Onyx Lorenzoni -  Ministro-Chefe da Secretaria-Geral da Presidência da República,Palácio do Planalto,Luiz Antônio Nabhan Garcia -  Secretário Especial de Assuntos Fundiários do Ministério da Agricultura -  Pecuária e Abastecimento; e;Coronel Antônio Aginaldo de Oliveira -  Diretor da Força Nacional de Segurança Pública.
2021-03-29,11h00,11h30,Assinatura da Medida Provisória para melhoria do ambiente de negócios no Brasil,Palácio do Planalto,
2021-03-29,11h45,12h15,Ernesto Araújo -  Ministro de Estado das Relações Exteriores,Palácio do Planalto,
2021-03-29,13h55,14h00,Fernando Azevedo -  Ministro de Estado da Defesa,Palácio do Planalto,
2021-03-29,14h00,14h05,José Levi Mello do Amaral Júnior -  Advogado-Geral da União,Palácio do Planalto,
2021-03-29,14h30,15h30,Deputado Daniel Freitas (PSL/SC),Palácio do Planalto,Tarcísio Gomes de Freitas -  Ministro de Estado da Infraestrutura;;Marcelo Queiroga -  Ministro de Estado da Saúde;;Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República;;Daniela Reinehr -  Governadora do estado de Santa Catarina -  em exercício;;Senador Jorginho Mello (PL/SC) -  Vice-Líder do PL no Senado Federal;;Senador Esperidião Amin (PP/SC);;Deputada Ângela Amin (PP/SC);;Deputado Carlos Chiodini (MDB/SC);;Deputada Caroline De Toni (PSL/SC);;Deputado Celso Maldaner (MDB/SC);;Deputado Coronel Armando (PSL/SC);;Deputado Darci de Matos (PSD/SC);;Deputado Fábio Schiochet (PSL/SC);;Deputada Geovania de Sá (PSDB/SC);;Deputado Hélio Costa (REPUBLICANOS/SC);;Deputado Ricardo Guidi (PSD/SC);;Deputado Rodrigo Coelho (PSB/SC);;Deputado Rogério Peninha Mendonça (MDB/SC); e;Deputado Estadual Sargento Lima (PSL/SC).
2021-03-29,15h30,17h15,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública; Milton Ribeiro -  Ministro de Estado da Educação; Damares Alves -  Ministra de Estado da Mulher -  da Família e dos Direitos Humanos; Luiz Eduardo Ramos -  Ministro-Chefe da Secretaria de Governo da Presidência da República; e líderes evangélicos,Palácio do Planalto,Senador Zequinha Marinho (PSC/PA) -  Líder do PSC no Senado Federal;;Deputado Pr. Marco Feliciano (REPUBLICANOS/SP) -  Vice-Líder do Governo no Congresso Nacional;;Deputada Geovania de Sá (PSDB/SC);;Deputado João Campos (REPUBLICANOS/GO);;Deputado Júlio Cesar Ribeiro (REPUBLICANOS/DF);;Deputado Cezinha de Madureira (PSD/SP); e;Deputado Helio Lopes (PSL/RJ).
2021-03-29,17h15,17h20,Marcos Pontes -  Ministro de Estado da Ciência -  Tecnologia e Inovações,Palácio do Planalto,
2021-03-29,17h20,17h40,André Luiz de Almeida -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
2021-03-29,17h40,18h10,Pedro Cesar Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2021-03-29,18h10,18h30,Anderson Torres -  Secretário de Estado de Segurança Pública do Distrito Federal,Palácio do Planalto,Alexandre Ramagem -  Diretor-Geral da Agência Brasileira de Inteligência – ABIN.
2021-03-30,10h00,10h30,Deputado Osmar Terra (MDB/RS),Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Casa Civil da Presidência da República; e;Ângelo Martins Denicoli -  Diretor de Monitoramento e Avaliação do SUS (DEMAS) da Secretaria-Executiva do Ministério da Saúde.
2021-03-30,10h30,11h00,Pedro Cesar Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2021-03-30,15h00,15h30,Pedro Cesar Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,
2021-03-30,15h30,16h00,Mario Frias -  Secretário Especial de Cultura do Ministério do Turismo,Palácio do Planalto,
2021-03-30,16h00,16h30,Pedro Guimarães -  Presidente da CAIXA,Palácio do Planalto,
2021-03-31,09h00,10h30,1ª Reunião do Comitê de Coordenação Nacional para Enfrentamento da Pandemia da Covid-19,Palácio do Planalto,Rodrigo Pacheco -  Presidente do Senado Federal;;Arthur Lira -  Presidente da Câmara dos Deputados;;Marcelo Queiroga -  Ministro de Estado da Saúde;;Fábio Faria -  Ministro de Estado das Comunicações;;Marcos Pontes -  Ministro de Estado da Ciência -  Tecnologia e Inovação;;Flávia Arruda -  Ministra de Estado-Chefe da Secretaria de Governo;;Rodrigo Cruz -  Secretário-Executivo do Ministério da Saúde;;Valter Shuenquener -  Secretário-Geral do Conselho Nacional de Justiça;;Candice Lavocat Galvão Jobim -  Conselheira no Conselho Nacional de Justiça;;Sandra Krieger -  Presidente da Comissão da Saúde do Conselho Nacional do Ministério Público;;Danilo Aguiar -  Consultor-Geral do Senado Federal; e;Rafael Meira Luz -  Membro Auxiliar da Comissão de Saúde do Conselho Nacional do Ministério Público.
2021-03-31,11h15,12h00,João Roma -  Ministro de Estado da Cidadania; Pedro Guimarães -  Presidente da CAIXA; e Gustavo Canuto -  Presidente da Dataprev,Palácio do Planalto,
2021-03-31,14h30,14h50,Fábio Faria -  Ministro de Estados das Comunicações,Palácio do Planalto,
2021-03-31,15h00,15h30,Pedro Cesar Sousa -  Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República,Palácio do Planalto,Renata Gil de Alcântara Videira -  Presidente da Associação Brasileira de Magistrados – AMB.
2021-03-31,15h45,16h15,Braga Netto -  Ministro de Estado da Defesa,Palácio do Planalto,
2021-03-31,16h15,16h45,Professor Valdiney Gouveia -  Reitor da Universidade Federal da Paraíba,Palácio do Planalto,Milton Ribeiro -  Ministro de Estado da Educação;;Dr. Marcelo Paulo Tissiani -  Superintendente Hospital Universitário Lauro Wanderley;;Fábio Nóbrega Lopes -  Gerente Administrativo Hospital Universitário Lauro Wanderley; e;Eduardo Sérgio Valério Borges da Fonseca -  Gerente de Ensino e pesquisa Hospital Universitário Lauro Wanderley.
2021-03-31,16h45,17h20,Braga Netto -  Ministro de Estado da Defesa,Palácio do Planalto,Luiz Eduardo Ramos -  Ministro-Chefe da Casa Civil da Presidência da República;;Augusto Heleno -  Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República;;Almirante de Esquadra Almir Garnier Santos -  Secretário-Geral do Ministério da Defesa;;Tenente Brigadeiro do Ar Carlos de Almeida Baptista Junior -  Comandante-Geral de Apoio da Aeronáutica; e;General de Exército Paulo Sérgio Nogueira de Oliveira -  Chefe do Departamento-Geral do Pessoal do Exército Brasileiro.
2021-03-31,17h30,18h00,Anderson Torres -  Ministro de Estado da Justiça e Segurança Pública; e Marcos Pontes -  Ministro de Estado da Ciência -  Tecnologia e Inovações,Palácio do Planalto,
2021-03-31,18h00,18h30,Anderson Torres -  Ministro de Estado da Justiça e Segurança Pública,Palácio do Planalto,
